Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
LYPD1,1.1095235418888434,2.4720433985608308,3.1569969034525274,0.0018040962937576756,0.0121977555137495,-1.6107916228821022
IGHV3-23,-1.483768753214043,2.1390278545434005,-3.153693645622924,0.0018237854320754102,0.012300017219380822,-1.6329015693657745
BASP1P1,1.2483788193686671,-0.980522618436801,3.153303461069214,0.0018261242130195024,0.012306663925941224,-1.4376886628123717
LINC02167,-2.0180672577817274,-1.6122211513505582,-3.1523393609885253,0.0018319149643176206,0.012336593682833439,-1.4065001883591437
ENDOU,1.1078337400659768,-1.3657563262154833,3.1513080985052744,0.0018381279124850718,0.012373556219193848,-1.4222096548769123
CCDC198,1.4744612455812798,-1.1476479528468657,3.1446647827922445,0.0018786206150950592,0.012571974113003617,-1.4424360391803095
SOSTDC1,1.3144037818388485,0.4120363259195733,3.1396475514927307,0.00190974677805523,0.012725801153178522,-1.5247742729989175
IGHV1-24,-1.359235233640828,-0.5930220994258991,-3.1370922767787084,0.0019257818848674641,0.012811650091013533,-1.503387991680433
IGLV1-44,-1.3893926881642273,1.0495921144464624,-3.134639146190552,0.0019412929865164823,0.012881109584708124,-1.6027098811390763
IGKJ4,-1.2682853313971862,-0.7500688690392616,-3.1344261578042873,0.0019426451406873962,0.012885874621191461,-1.5049692480922578
HS3ST3A1,1.0854828317428704,1.2598604979157944,3.130865030389656,0.0019653822191366636,0.012998512275214303,-1.6276140004608983
EPYC,-1.1336310246112458,-2.506085696630565,-3.1303632659720795,0.001968605572919788,0.013005655430202217,-1.4386921590194888
THSD7B,1.0590803608841226,0.2483799483753358,3.1287256622091526,0.0019791596146234085,0.013064124718287157,-1.5500054434001909
KLK3,1.1418115568102833,-2.485928167657384,3.1270932711837056,0.001989732061232606,0.01311450036469286,-1.446804017470929
CNTN3,1.2124624720333776,0.9965102418572258,3.1212645626450857,0.0020279098049562194,0.013279234817479056,-1.6315112825117115
IGHGP,-1.475603427485764,2.289797138088539,-3.1140108895220378,0.00207636561027305,0.013516993806274654,-1.755274364967626
LDLRAD1,1.1803064093828246,2.13940838007954,3.105202982868525,0.0021366403330987348,0.013847282566931978,-1.7994249042398165
PGAP4,1.1201851381902226,1.3680956726491875,3.0986979336778724,0.002182188170577919,0.014092804072287175,-1.6901650963263997
