Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
NXN,-0.06481545390081056,6.28949573013164,-0.49594329796054204,0.6204010919874385,0.7180553899334063,-7.222375570594791
AC108673.2,0.08826035781724495,-1.1219481354900862,0.49594184146719594,0.6204021180491348,0.7180553899334063,-6.377976936593221
LPCAT1,0.06110201609550714,6.439924303283374,0.4957277449149943,0.6205529515909805,0.7181890660062118,-7.233809544201444
PTGES3L,-0.08959326275770252,-0.6570142001236776,-0.49561153023919025,0.620634832924007,0.718242930437736,-6.421641968811764
Z93930.3,-0.08985079828357678,-1.8826958883521911,-0.49538853890571605,0.6207919590977422,0.7183838624780796,-6.314969300514233
AC099778.1,0.0649151988800975,0.4206590933050633,0.495231060369685,0.6209029335425527,0.718442631759429,-6.52279250920077
MED1,-0.05228788877828716,5.032913159009325,-0.4952161467486073,0.6209134435570935,0.718442631759429,-7.1496190947684335
SAXO1,0.11742586208314121,-1.6018683794953796,0.49477382573953865,0.621225194010897,0.7187624298689212,-6.304151887970782
LMO4,0.06410609592122629,6.576161252495128,0.494283801181775,0.621570646131387,0.7190932552011774,-7.237103286161232
NRM,0.0674440622562349,4.924325510111785,0.4942038013897161,0.6216270514778848,0.7190932552011774,-7.165008175357458
NPAS1,0.09298404707794555,0.08963739006211792,0.494201959730505,0.6216283500004303,0.7190932552011774,-6.513313200446309
PLAA,-0.04344370024799726,5.266403211087455,-0.49416749354992817,0.6216526517361094,0.7190932552011774,-7.172554704297852
NAPG,-0.04093468470798012,4.6670852664441,-0.493876594503857,0.621857778086061,0.719282908858168,-7.106456135235511
SART1,0.04223493801702727,6.823374935733843,0.493809812148248,0.6219048735823343,0.719282908858168,-7.239659638198212
SFXN3,-0.06082650575287829,5.301415441764909,-0.49378442269909595,0.6219227788508457,0.719282908858168,-7.16827088875071
EIF3M,0.048148955134591276,6.834528876253655,0.493583512172577,0.6220644738725363,0.7194056946450326,-7.23904344486087
FAM222B,0.0382725312012715,5.829923852535216,0.4935335134079198,0.622099738407127,0.7194056946450326,-7.207958392635642
RPL24P2,0.08612889630588283,2.113599338787023,0.4934234290712624,0.6221773848604442,0.7194545499490025,-6.702460379715446
NPRL3,-0.04321634214020342,6.501785949204741,-0.49318368613977076,0.6223464988384595,0.7196091621091683,-7.233448909269655
AC073534.2,-0.1274588891303008,-2.234453643663345,-0.4929919811586267,0.6224817414186661,0.7196969887374645,-6.253234998571438
MCTP2,-0.13314618593638006,2.409456209305979,-0.49297563020295015,0.6224932771607896,0.7196969887374645,-6.7350504871073165
MYPOP,-0.03868783563061173,3.6088331545637597,-0.4925228844657283,0.6228127302795816,0.7200253657680441,-6.960931555071488
